"","X1","TAXI","VGR","long_distance","Fx","Fy","MI_X","MI_Y"
"109",2009-06-09,0.975260416666667,1.11885546588408,"TAXI",0.735930735930736,0.80952380952381,0.615835572540776,0.760917206957374
"110",2009-06-10,0.963541666666667,1.10785033015407,"TAXI",0.341991341991342,0.268398268398268,0.429160437328238,0.283865676083612
"111",2009-06-11,0.959635416666667,1.1063829787234,"TAXI",0.432900432900433,0.441558441558442,0.428248057364913,0.443300803937925
"112",2009-06-12,0.9765625,1.12986060161409,"TAXI",0.783549783549784,0.909090909090909,0.587117042311474,0.884763625370182
"113",2009-06-15,0.93359375,1.13132795304475,"TAXI",0.0822510822510823,0.545454545454545,0.0329777229952401,0.826811248319076
"114",2009-06-16,0.919270833333333,1.06749816581071,"TAXI",0.298701298701299,0.012987012987013,0.861394972107573,0.00444721024910431
"115",2009-06-17,0.9140625,1.06382978723404,"TAXI",0.41991341991342,0.406926406926407,0.431819710863496,0.408905988744921
"116",2009-06-18,0.903645833333333,1.06969919295671,"TAXI",0.346320346320346,0.649350649350649,0.237227258457798,0.724818311473596
"117",2009-06-19,0.888020833333333,1.07556859867938,"TAXI",0.255411255411255,0.649350649350649,0.150013857392459,0.770263331001121
"118",2009-06-22,0.87890625,1.05355832721937,"TAXI",0.363636363636364,0.121212121212121,0.617510309575984,0.0961148209416581
"119",2009-06-23,0.854166666666667,1.04035216434336,"TAXI",0.173160173160173,0.246753246753247,0.217251912096816,0.395272248056866
"120",2009-06-24,0.87109375,1.02934702861335,"TAXI",0.787878787878788,0.264069264069264,0.880065171118984,0.121934999273022
"121",2009-06-25,0.91796875,1.0454878943507,"TAXI",0.930735930735931,0.844155844155844,0.895882357232725,0.646461883719524
"122",2009-06-26,1.13411458333333,1.0564930300807,NA,0.995670995670996,0.779220779220779,0.997387633129158,0.26657446021252
"123",2009-06-29,1.02734375,1.0520909757887,NA,0.0216450216450216,0.385281385281385,0.00677329404964821,0.863074892049732
"124",2009-06-30,0.99609375,1.04842259721203,NA,0.155844155844156,0.406926406926407,0.120832671147285,0.617680965431193
"125",2009-07-01,1.02604166666667,1.07556859867938,NA,0.852813852813853,0.930735930735931,0.661475505459776,0.891805621642591
